County,AUN,LEA,School Code,School,Oct 1 Enrollment Grades 7-12,Male Dropouts,Female Dropouts,Dropouts,Dropout Rate
Delaware,125235502,Marple Newtown SD,1902,Marple Newtown SHS,"1,089",2,1,3,0.28%
Delaware,125235502,Marple Newtown SD,1901,Paxon Hollow MS,479,0,0,0,0.00%
Delaware,125236903,Penn-Delco SD,5143,Northley MS,520,0,0,0,0.00%
Delaware,125236903,Penn-Delco SD,1915,Sun Valley HS,"1,048",6,0,6,0.57%
Delaware,125237603,Radnor Township SD,6511,Radnor MS,558,0,0,0,0.00%
Delaware,125237603,Radnor Township SD,1921,Radnor SHS,"1,219",1,1,2,0.16%
Delaware,125237702,Ridley SD,1934,Ridley HS,"1,785",5,1,6,0.34%
Delaware,125237702,Ridley SD,7218,Ridley MS,903,0,0,0,0.00%
Delaware,125237903,Rose Tree Media SD,1942,Penncrest HS,"1,231",1,0,1,0.08%
Delaware,125237903,Rose Tree Media SD,6625,Springton Lake MS,581,0,0,0,0.00%
Delaware,125238402,Southeast Delco SD,6516,Academy Park HS,"1,287",17,5,22,1.71%
Delaware,125238402,Southeast Delco SD,1861,Darby Twp Sch,148,0,0,0,0.00%
Delaware,125238402,Southeast Delco SD,6505,Delcroft Sch,151,0,0,0,0.00%
Delaware,125238402,Southeast Delco SD,6501,Harris Sch,191,0,0,0,0.00%
Delaware,125238402,Southeast Delco SD,1943,Sharon Hill Sch,174,0,0,0,0.00%
Delaware,125238502,Springfield SD,1949,Richardson MS,676,0,0,0,0.00%
Delaware,125238502,Springfield SD,1950,Springfield HS,"1,248",0,1,1,0.08%
Delaware,125239452,Upper Darby SD,1970,Beverly Hills MS,965,0,2,2,0.21%
Delaware,125239452,Upper Darby SD,1971,Drexel Hill MS,912,1,1,2,0.22%
Delaware,125239452,Upper Darby SD,9999,Upper Darby SD,79,1,1,2,2.53%
Delaware,125239452,Upper Darby SD,1972,Upper Darby SHS,"3,819",51,32,83,2.17%
Delaware,125233517,Vision Academy Charter School,8338,Vision Academy Charter School,36,0,0,0,0.00%
Delaware,125239603,Wallingford-Swarthmore SD,5287,Strath Haven HS,"1,173",2,1,3,0.26%
Delaware,125239603,Wallingford-Swarthmore SD,1908,Strath Haven MS,572,0,0,0,0.00%
Delaware,125230002,Widener Partnership CS,7907,Widener Partnership CS,56,0,0,0,0.00%
Delaware,125239652,William Penn SD,8231,Penn Wood HS,"1,470",23,20,43,2.93%
Delaware,125239652,William Penn SD,7918,Penn Wood MS,760,0,0,0,0.00%
Elk,109243503,Johnsonburg Area SD,6218,Johnsonburg Area HS,274,1,2,3,1.09%
Elk,109243503,Johnsonburg Area SD,9999,Johnsonburg Area SD,1,0,0,0,0.00%
Elk,109246003,Ridgway Area SD,1989,Ridgway Area HS,263,7,4,11,4.18%
Elk,109246003,Ridgway Area SD,6805,Ridgway Area MS,96,0,0,0,0.00%
Elk,109248003,Saint Marys Area SD,1992,St Marys Area MS,325,1,0,1,0.31%
Elk,109248003,Saint Marys Area SD,5169,St Marys Area SHS,662,10,9,19,2.87%
Erie,105251453,Corry Area SD,1998,Corry Area HS,625,8,5,13,2.08%
Erie,105251453,Corry Area SD,7793,Corry Area MS,308,0,0,0,0.00%
Erie,105252602,Erie City SD,8419,East MS,440,0,1,1,0.23%
Erie,105252602,Erie City SD,9999,Erie City SD,46,16,1,17,36.96%
Erie,105252602,Erie City SD,8417,Erie HS,"2,272",110,78,188,8.27%
Erie,105252602,Erie City SD,7515,Northwest PA Collegiate Academy,874,0,1,1,0.11%
Erie,105252602,Erie City SD,8420,Strong Vincent MS,512,0,0,0,0.00%
Erie,105252602,Erie City SD,2025,Woodrow Wilson MS,493,0,1,1,0.20%
Erie,105257512,Erie Rise Leadership Academy Charter Sch,8163,Erie Rise Leadership Academy Charter Sch,83,0,0,0,0.00%
Erie,105253303,Fairview SD,6737,Fairview HS,547,1,1,2,0.37%
Erie,105253303,Fairview SD,2032,Fairview MS,279,0,0,0,0.00%
Erie,105253553,Fort LeBoeuf SD,5328,Fort LeBoeuf MS,339,0,0,0,0.00%
Erie,105253553,Fort LeBoeuf SD,2037,Fort LeBoeuf SHS,671,2,0,2,0.30%
Erie,105253903,General McLane SD,2040,General McLane HS,698,1,0,1,0.14%
Erie,105253903,General McLane SD,5225,James W Parker MS,350,0,0,0,0.00%
Erie,105254053,Girard SD,2043,Girard HS,499,7,1,8,1.60%
Erie,105254053,Girard SD,6777,Rice Avenue MS,260,0,0,0,0.00%
Erie,105254353,Harbor Creek SD,2048,Harbor Creek Junior HS,321,0,0,0,0.00%
Erie,105254353,Harbor Creek SD,7948,Harbor Creek Senior HS,699,2,3,5,0.72%
Erie,105256553,Iroquois SD,4817,Iroquois JSHS,588,6,3,9,1.53%
Erie,105256553,Iroquois SD,9999,Iroquois SD,2,0,1,1,50.00%
Erie,105257602,Millcreek Township SD,4954,James S Wilson MS,381,0,0,0,0.00%
Erie,105257602,Millcreek Township SD,8071,McDowell HS,"2,101",18,2,20,0.95%
Erie,105257602,Millcreek Township SD,9999,Millcreek Township SD,49,2,0,2,4.08%
Erie,105257602,Millcreek Township SD,7384,Walnut Creek MS,321,0,0,0,0.00%
Erie,105257602,Millcreek Township SD,2062,Westlake MS,374,0,0,0,0.00%
Erie,105258303,North East SD,6145,North East HS,519,6,5,11,2.12%
Erie,105258303,North East SD,7360,North East MS,267,0,0,0,0.00%
Erie,105258503,Northwestern SD,6146,Northwestern MS,217,0,0,0,0.00%
Erie,105258503,Northwestern SD,6745,Northwestern SHS,436,3,3,6,1.38%
Erie,105250001,Perseus House CS of Excellence,7770,Perseus House CS of Excellence,535,24,12,36,6.73%
Erie,105252920,Robert Benjamin Wiley Community CS,7532,Robert Benjamin Wiley Community CS,93,0,0,0,0.00%
Erie,105259103,Union City Area SD,2075,Union City HS,352,3,1,4,1.14%
Erie,105259103,Union City Area SD,7289,Union City MS,158,0,0,0,0.00%
Erie,105259703,Wattsburg Area SD,6148,Seneca HS,428,4,0,4,0.93%
Erie,105259703,Wattsburg Area SD,6654,Wattsburg Area MS,210,0,0,0,0.00%
Fayette,101260303,Albert Gallatin Area SD,6001,Albert Gallatin Area SHS,"1,052",22,8,30,2.85%
Fayette,101260303,Albert Gallatin Area SD,7607,Albert Gallatin North MS,281,0,0,0,0.00%
Fayette,101260303,Albert Gallatin Area SD,7608,Albert Gallatin South MS,266,0,0,0,0.00%
Fayette,101260803,Brownsville Area SD,4818,Brownsville Area HS,467,14,6,20,4.28%
Fayette,101260803,Brownsville Area SD,2154,Brownsville Area MS,248,0,3,3,1.21%
Fayette,101266007,Connellsville Area Career & Technical Ce,6643,Connellsville Area Career & Technical Ce,440,1,1,2,0.45%
Fayette,101261302,Connellsville Area SD,2105,Connellsville Area MS,701,0,1,1,0.14%
Fayette,101261302,Connellsville Area SD,5228,Connellsville Area SHS,"1,200",23,9,32,2.67%
Fayette,101262903,Frazier SD,2126,Frazier HS,376,4,0,4,1.06%
Fayette,101262903,Frazier SD,7176,Frazier MS,154,0,0,0,0.00%
Fayette,101264003,Laurel Highlands SD,5146,Laurel Highlands MS,491,0,0,0,0.00%
Fayette,101264003,Laurel Highlands SD,9999,Laurel Highlands SD,3,1,0,1,33.33%
Fayette,101264003,Laurel Highlands SD,6600,Laurel Highlands SHS,885,9,13,22,2.49%
Fayette,101268003,Uniontown Area SD,6933,A J McMullen Sch,81,1,0,1,1.23%
Fayette,101268003,Uniontown Area SD,2182,Ben Franklin Sch,200,0,0,0,0.00%
Fayette,101268003,Uniontown Area SD,7934,Lafayette MS,117,0,0,0,0.00%
Fayette,101268003,Uniontown Area SD,9999,Uniontown Area SD,31,8,2,10,32.26%
Fayette,101268003,Uniontown Area SD,2184,Uniontown Area SHS,793,11,16,27,3.40%
Forest,106272003,Forest Area SD,6159,East Forest JSHS,87,0,0,0,0.00%
Forest,106272003,Forest Area SD,9999,Forest Area SD,12,0,0,0,0.00%
Forest,106272003,Forest Area SD,6161,West Forest JSHS,110,0,0,0,0.00%
Franklin,112281302,Chambersburg Area SD,8244,Chambersburg Area Career Magnet Sch,679,2,2,4,0.59%
Franklin,112281302,Chambersburg Area SD,2190,Chambersburg Area MS - North,742,0,0,0,0.00%
Franklin,112281302,Chambersburg Area SD,6615,Chambersburg Area MS - South,714,0,0,0,0.00%
Franklin,112281302,Chambersburg Area SD,9999,Chambersburg Area SD,44,1,0,1,2.27%
Franklin,112281302,Chambersburg Area SD,2191,Chambersburg Area SHS,"2,096",51,40,91,4.34%
Franklin,112282004,Fannett-Metal SD,7508,Fannett-Metal MS,67,0,0,0,0.00%
Franklin,112282004,Fannett-Metal SD,2201,Fannett-Metal SHS,165,1,1,2,1.21%
Franklin,112283003,Greencastle-Antrim SD,5117,Greencastle-Antrim MS,500,0,0,0,0.00%
Franklin,112283003,Greencastle-Antrim SD,2206,Greencastle-Antrim SHS,922,9,3,12,1.30%
Franklin,112286003,Tuscarora SD,6280,James Buchanan HS,679,12,7,19,2.80%
Franklin,112286003,Tuscarora SD,6281,James Buchanan MS,393,0,0,0,0.00%
Franklin,112286003,Tuscarora SD,9999,Tuscarora SD,1,0,0,0,0.00%
Franklin,112289003,Waynesboro Area SD,8408,Waynesboro Area MS,675,0,0,0,0.00%
Franklin,112289003,Waynesboro Area SD,2243,Waynesboro Area SHS,"1,280",11,13,24,1.88%
Fulton,111291304,Central Fulton SD,6252,McConnellsburg HS,253,3,3,6,2.37%
Fulton,111291304,Central Fulton SD,7734,McConnellsburg MS,163,0,0,0,0.00%
Fulton,111292304,Forbes Road SD,2246,Forbes Road JSHS,156,0,1,1,0.64%
Fulton,111297504,Southern Fulton SD,2253,Southern Fulton JSHS,330,2,2,4,1.21%
Greene,101301303,Carmichaels Area SD,7112,Carmichaels Area HS,332,8,5,13,3.92%
Greene,101301303,Carmichaels Area SD,8345,Carmichaels Area MS,155,0,0,0,0.00%
Greene,101301403,Central Greene SD,6010,Miller MS,264,1,0,1,0.38%
Greene,101301403,Central Greene SD,5118,Waynesburg Central HS,535,9,7,16,2.99%
Greene,101303503,Jefferson-Morgan SD,2280,Jefferson-Morgan MS/HS,320,1,3,4,1.25%
Greene,101306503,Southeastern Greene SD,2284,Mapletown JSHS,256,2,4,6,2.34%
Greene,101306503,Southeastern Greene SD,9999,Southeastern Greene SD,9,0,0,0,0.00%
Greene,101308503,West Greene SD,8442,West Greene JSHS,307,4,2,6,1.95%
Huntingdon,111312503,Huntingdon Area SD,5333,Huntingdon Area MS,274,0,0,0,0.00%
Huntingdon,111312503,Huntingdon Area SD,9999,Huntingdon Area SD,6,4,0,4,66.67%
Huntingdon,111312503,Huntingdon Area SD,2305,Huntingdon Area SHS,571,4,4,8,1.40%
Huntingdon,111312804,Juniata Valley SD,2308,Juniata Valley JSHS,367,2,0,2,0.54%
Huntingdon,111316003,Mount Union Area SD,2297,Mount Union Area JHS,237,0,0,0,0.00%
Huntingdon,111316003,Mount Union Area SD,7944,Mount Union Area SHS,396,7,0,7,1.77%
Huntingdon,111440001,New Day Charter School,7762,New Day Charter School,186,23,7,30,16.13%
Huntingdon,111317503,Southern Huntingdon County SD,2313,Southern Huntingdon Co HS/MS,526,1,2,3,0.57%
Indiana,128321103,Blairsville-Saltsburg SD,2317,Blairsville MS,139,0,0,0,0.00%
Indiana,128321103,Blairsville-Saltsburg SD,4706,Blairsville SHS,294,3,1,4,1.36%
Indiana,128321103,Blairsville-Saltsburg SD,9999,Blairsville-Saltsburg SD,13,0,0,0,0.00%
Indiana,128321103,Blairsville-Saltsburg SD,2353,Saltsburg MS/HS,245,2,0,2,0.82%
Indiana,128323303,Homer-Center SD,2331,Homer-Center JSHS,412,2,1,3,0.73%
Indiana,128323703,Indiana Area SD,2324,Indiana Area JHS,443,1,0,1,0.23%
Indiana,128323703,Indiana Area SD,9999,Indiana Area SD,11,0,0,0,0.00%
Indiana,128323703,Indiana Area SD,2325,Indiana Area SHS,869,7,3,10,1.15%
Indiana,128325203,Marion Center Area SD,2339,Marion Center Area JR/SR HS,610,4,2,6,0.98%
Indiana,128326303,Penns Manor Area SD,2345,Penns Manor Area JSHS,374,2,0,2,0.53%
Indiana,128326303,Penns Manor Area SD,9999,Penns Manor Area SD,13,2,0,2,15.38%
Indiana,128327303,Purchase Line SD,2350,Purchase Line JSHS,377,3,1,4,1.06%
Indiana,128328003,United SD,2358,United JSHS,492,0,2,2,0.41%
Jefferson,106330703,Brockway Area SD,2362,Brockway Area JSHS,440,2,1,3,0.68%
Jefferson,106330703,Brockway Area SD,9999,Brockway Area SD,2,0,0,0,0.00%
Jefferson,106330803,Brookville Area SD,9999,Brookville Area SD,6,5,2,7,116.67%
Jefferson,106330803,Brookville Area SD,6162,Brookville JSHS,683,6,3,9,1.32%
Jefferson,106333407,Jefferson County-DuBois AVTS,5180,Jefferson County-DuBois AVTS,342,1,1,2,0.58%
Jefferson,106338003,Punxsutawney Area SD,6165,Punxsutawney Area HS,912,11,6,17,1.86%
Jefferson,106338003,Punxsutawney Area SD,9999,Punxsutawney Area SD,19,1,0,1,5.26%
Juniata,111343603,Juniata County SD,2394,East Juniata JSHS,497,1,3,4,0.80%
Juniata,111343603,Juniata County SD,6255,Juniata SHS,579,5,1,6,1.04%
Juniata,111343603,Juniata County SD,7220,Tuscarora MS,281,0,0,0,0.00%
Lackawanna,119350303,Abington Heights SD,5091,Abington Heights HS,"1,031",1,1,2,0.19%
Lackawanna,119350303,Abington Heights SD,6839,Abington Heights MS,569,1,1,2,0.35%
Lackawanna,119350303,Abington Heights SD,9999,Abington Heights SD,8,0,0,0,0.00%
Lackawanna,119351303,Carbondale Area SD,2420,Carbondale Area JSHS,683,6,4,10,1.46%
Lackawanna,119351303,Carbondale Area SD,9999,Carbondale Area SD,12,0,0,0,0.00%
Lackawanna,119352203,Dunmore SD,8312,Dunmore JSHS,693,1,2,3,0.43%
Lackawanna,119350001,Fell CS,7746,Fell CS,31,0,2,2,6.45%
Lackawanna,119350001,Fell CS,9999,Fell CS,1,0,0,0,0.00%
Lackawanna,119355028,Howard Gardner Multiple Intelligence CS,8209,Howard Gardner Multiple Intelligence CS,42,0,0,0,0.00%
Lackawanna,119354603,Lakeland SD,6404,Lakeland JSHS,704,0,1,1,0.14%
Lackawanna,119355503,Mid Valley SD,8304,Mid Valley Secondary Center,747,2,2,4,0.54%
Lackawanna,119356503,North Pocono SD,2446,North Pocono HS,968,3,1,4,0.41%
Lackawanna,119356503,North Pocono SD,5233,North Pocono MS,467,0,0,0,0.00%
Lackawanna,119356503,North Pocono SD,9999,North Pocono SD,18,0,0,0,0.00%
Lackawanna,119356603,Old Forge SD,2448,Old Forge El Sch,1,0,0,0,0.00%
Lackawanna,119356603,Old Forge SD,2449,Old Forge JSHS,423,1,0,1,0.24%
Lackawanna,119357003,Riverside SD,2496,Riverside JSHS,707,5,0,5,0.71%
Lackawanna,119357402,Scranton SD,7700,Northeast Intrmd Sch,556,0,0,0,0.00%
Lackawanna,119357402,Scranton SD,6413,Scranton HS,"1,738",57,23,80,4.60%
Lackawanna,119357402,Scranton SD,9999,Scranton SD,122,14,5,19,15.57%
Lackawanna,119357402,Scranton SD,2487,South Scranton Intrmd Sch,427,2,3,5,1.17%
Lackawanna,119357402,Scranton SD,2489,West Scranton HS,"1,004",24,15,39,3.88%
Lackawanna,119357402,Scranton SD,6791,West Scranton Intrmd Sch,548,0,0,0,0.00%
Lackawanna,119358403,Valley View SD,6775,Valley View HS,741,3,1,4,0.54%
Lackawanna,119358403,Valley View SD,7283,Valley View MS,389,0,0,0,0.00%
Lackawanna,119358403,Valley View SD,9999,Valley View SD,3,0,0,0,0.00%
Lancaster,113361303,Cocalico SD,6289,Cocalico MS,510,0,0,0,0.00%
Lancaster,113361303,Cocalico SD,9999,Cocalico SD,5,0,0,0,0.00%
Lancaster,113361303,Cocalico SD,6290,Cocalico SHS,971,10,13,23,2.37%
Lancaster,113361503,Columbia Borough SD,2515,Columbia HS,379,8,6,14,3.69%
Lancaster,113361503,Columbia Borough SD,8326,Columbia MS,183,0,0,0,0.00%
Lancaster,113361703,Conestoga Valley SD,2532,Conestoga Valley SHS,"1,345",12,5,17,1.26%
Lancaster,113361703,Conestoga Valley SD,2531,Gerald G Huesken MS,623,0,1,1,0.16%
Lancaster,113362203,Donegal SD,2539,Donegal HS,945,7,8,15,1.59%
Lancaster,113362203,Donegal SD,7165,Donegal JHS,459,0,1,1,0.22%
Lancaster,113362303,Eastern Lancaster County SD,9999,Eastern Lancaster County SD,5,0,0,0,0.00%
Lancaster,113362303,Eastern Lancaster County SD,7209,Garden Spot MS,479,0,0,0,0.00%
Lancaster,113362303,Eastern Lancaster County SD,2554,Garden Spot SHS,"1,011",9,8,17,1.68%
Lancaster,113362403,Elizabethtown Area SD,6862,Elizabethtown Area MS,631,0,0,0,0.00%
Lancaster,113362403,Elizabethtown Area SD,9999,Elizabethtown Area SD,6,0,0,0,0.00%
Lancaster,113362403,Elizabethtown Area SD,2562,Elizabethtown Area SHS,"1,243",12,3,15,1.21%
Lancaster,113362603,Ephrata Area SD,6712,Ephrata MS,668,0,0,0,0.00%
Lancaster,113362603,Ephrata Area SD,6293,Ephrata SHS,"1,268",13,9,22,1.74%
Lancaster,113363103,Hempfield SD,5055,Centerville MS,599,0,0,0,0.00%
Lancaster,113363103,Hempfield SD,2578,Hempfield SHS,"2,193",11,9,20,0.91%
Lancaster,113363103,Hempfield SD,7421,Landisville MS,502,2,0,2,0.40%
Lancaster,113362940,La Academia Partnership Charter School,7538,La Academia Partnership Charter School,193,1,0,1,0.52%
Lancaster,113363603,Lampeter-Strasburg SD,9999,Lampeter-Strasburg SD,4,0,0,0,0.00%
Lancaster,113363603,Lampeter-Strasburg SD,2607,Lampeter-Strasburg SHS,"1,006",7,3,10,0.99%
Lancaster,113363603,Lampeter-Strasburg SD,6297,Martin Meylin MS,484,0,0,0,0.00%
Lancaster,113364002,Lancaster SD,2599,Elizabeth R Martin El Sch,139,0,1,1,0.72%
Lancaster,113364002,Lancaster SD,2593,Hand MS,343,0,3,3,0.87%
Lancaster,113364002,Lancaster SD,9999,Lancaster SD,65,4,1,5,7.69%
Lancaster,113364002,Lancaster SD,2595,Lincoln MS,310,0,1,1,0.32%
Lancaster,113364002,Lancaster SD,2596,McCaskey Campus,"2,718",49,37,86,3.16%
Lancaster,113364002,Lancaster SD,7922,Phoenix Academy,328,61,39,100,30.49%
Lancaster,113364002,Lancaster SD,2594,Reynolds MS,325,1,1,2,0.62%
Lancaster,113364002,Lancaster SD,2600,Wheatland MS,376,2,3,5,1.33%
Lancaster,113364403,Manheim Central SD,7953,Manheim Central MS,455,0,0,0,0.00%
Lancaster,113364403,Manheim Central SD,9999,Manheim Central SD,10,0,1,1,10.00%
Lancaster,113364403,Manheim Central SD,2618,Manheim Central SHS,982,18,7,25,2.55%
Lancaster,113364503,Manheim Township SD,8246,Landis Run Intermediate School,1,0,0,0,0.00%
Lancaster,113364503,Manheim Township SD,9999,Manheim Township SD,12,2,1,3,25.00%
Lancaster,113364503,Manheim Township SD,2623,Manheim Twp HS,"1,753",6,4,10,0.57%
Lancaster,113364503,Manheim Township SD,5114,Manheim Twp MS,904,0,0,0,0.00%
Lancaster,113365203,Penn Manor SD,7410,Manor Middle School,486,1,0,1,0.21%
Lancaster,113365203,Penn Manor SD,5238,Marticville MS,381,0,0,0,0.00%
Lancaster,113365203,Penn Manor SD,2633,Penn Manor HS,"1,636",12,10,22,1.34%
Lancaster,113365203,Penn Manor SD,9999,Penn Manor SD,12,4,2,6,50.00%
Lancaster,113365303,Pequea Valley SD,2649,Pequea Valley HS,495,7,3,10,2.02%
Lancaster,113365303,Pequea Valley SD,6300,Pequea Valley Intrmd Sch,207,0,0,0,0.00%
Lancaster,113365303,Pequea Valley SD,9999,Pequea Valley SD,6,1,0,1,16.67%
Lancaster,113367003,Solanco SD,2657,Smith MS,295,0,0,0,0.00%
Lancaster,113367003,Solanco SD,2658,Solanco HS,"1,056",8,8,16,1.52%
Lancaster,113367003,Solanco SD,5054,Swift MS,281,0,0,0,0.00%
Lancaster,113369003,Warwick SD,2661,John Beck El Sch,2,0,0,0,0.00%
Lancaster,113369003,Warwick SD,5336,Warwick MS,624,0,0,0,0.00%
Lancaster,113369003,Warwick SD,2663,Warwick SHS,"1,367",7,9,16,1.17%
Lawrence,104372003,Ellwood City Area SD,2675,Lincoln JSHS,734,4,0,4,0.54%
Lawrence,104374003,Laurel SD,2680,Laurel HS,352,0,0,0,0.00%
Lawrence,104374003,Laurel SD,8432,Laurel MS,171,0,0,0,0.00%
Lawrence,104374207,Lawrence County CTC,4940,Lawrence County CTC,367,2,0,2,0.54%
Lawrence,104375003,Mohawk Area SD,8404,Mohawk JHS,240,0,0,0,0.00%
Lawrence,104375003,Mohawk Area SD,2686,Mohawk SHS,400,0,0,0,0.00%
Lawrence,104375203,Neshannock Township SD,2689,Neshannock JSHS,578,0,0,0,0.00%
Lawrence,104375302,New Castle Area SD,9999,New Castle Area SD,29,3,1,4,13.79%
Lawrence,104375302,New Castle Area SD,8284,New Castle JHS,498,0,0,0,0.00%
Lawrence,104375302,New Castle Area SD,2704,New Castle SHS,746,4,6,10,1.34%
Lawrence,104376203,Shenango Area SD,9999,Shenango Area SD,5,0,0,0,0.00%
Lawrence,104376203,Shenango Area SD,2708,Shenango HS,499,2,1,3,0.60%
Lawrence,104377003,Union Area SD,2712,Union Area HS,203,0,0,0,0.00%
Lawrence,104377003,Union Area SD,7083,Union Area MS,110,0,0,0,0.00%
Lawrence,104377003,Union Area SD,9999,Union Area SD,4,0,0,0,0.00%
Lawrence,104378003,Wilmington Area SD,2721,Wilmington Area HS,372,1,1,2,0.54%
Lawrence,104378003,Wilmington Area SD,7352,Wilmington Area MS,181,0,0,0,0.00%
Lebanon,113380303,Annville-Cleona SD,2725,Annville Cleona HS,455,5,2,7,1.54%
Lebanon,113380303,Annville-Cleona SD,8178,Annville-Cleona MS,242,0,0,0,0.00%
Lebanon,113380303,Annville-Cleona SD,9999,Annville-Cleona SD,6,0,0,0,0.00%
Lebanon,113381303,Cornwall-Lebanon SD,4800,Cedar Crest HS,"1,569",9,8,17,1.08%
Lebanon,113381303,Cornwall-Lebanon SD,6301,Cedar Crest MS,749,0,0,0,0.00%
Lebanon,113382303,Eastern Lebanon County SD,6612,Eastern Lebanon Co MS,403,0,0,0,0.00%
Lebanon,113382303,Eastern Lebanon County SD,2740,Eastern Lebanon Co SHS,703,10,5,15,2.13%
Lebanon,113384603,Lebanon SD,2754,Lebanon MS,707,1,3,4,0.57%
Lebanon,113384603,Lebanon SD,9999,Lebanon SD,19,8,4,12,63.16%
Lebanon,113384603,Lebanon SD,5155,Lebanon SHS,"1,390",41,19,60,4.32%
Lebanon,113385003,Northern Lebanon SD,8310,Northern Lebanon MS,347,0,0,0,0.00%
Lebanon,113385003,Northern Lebanon SD,9999,Northern Lebanon SD,19,0,0,0,0.00%
Lebanon,113385003,Northern Lebanon SD,2760,Northern Lebanon SHS,674,14,7,21,3.12%
Lebanon,113385303,Palmyra Area SD,2765,Palmyra Area MS,614,0,0,0,0.00%
Lebanon,113385303,Palmyra Area SD,2766,Palmyra Area SHS,"1,141",11,6,17,1.49%
Lehigh,121390302,Allentown City SD,9999,Allentown City SD,125,64,28,92,73.60%
Lehigh,121390302,Allentown City SD,8412,Building 21 Allentown,480,3,3,6,1.25%
Lehigh,121390302,Allentown City SD,2792,Francis D Raub MS,596,1,1,2,0.34%
Lehigh,121390302,Allentown City SD,2791,Harrison-Morton MS,537,1,0,1,0.19%
Lehigh,121390302,Allentown City SD,2795,Louis E Dieruff HS,"1,907",57,30,87,4.56%
Lehigh,121390302,Allentown City SD,2793,South Mountain MS,722,0,0,0,0.00%
Lehigh,121390302,Allentown City SD,4929,Trexler MS,552,0,1,1,0.18%
Lehigh,121390302,Allentown City SD,2794,William Allen HS,"2,605",109,59,168,6.45%
Lehigh,121395927,Arts Academy CS,8214,Arts Academy CS,230,0,0,0,0.00%
Lehigh,121391303,Catasauqua Area SD,2797,Catasauqua MS,245,0,0,0,0.00%
Lehigh,121391303,Catasauqua Area SD,2798,Catasauqua SHS,460,6,3,9,1.96%
Lehigh,121394017,Circle of Seasons Charter School,8262,Circle of Seasons Charter School,20,0,0,0,0.00%
Lehigh,121392303,East Penn SD,2809,Emmaus HS,"2,784",15,1,16,0.57%
Lehigh,121392303,East Penn SD,7560,Eyer MS,584,0,0,0,0.00%
Lehigh,121392303,East Penn SD,7559,Lower Macungie MS,784,0,1,1,0.13%
Lehigh,121398065,Executive Education Academy Charter Scho,8325,Executive Education Academy Charter Scho,570,4,0,4,0.70%
Lehigh,121395526,Innovative Arts Academy CS,8371,Innovative Arts Academy CS,471,6,8,14,2.97%
Lehigh,175390169,Lincoln Leadership Academy Charter Schoo,8125,Lincoln Leadership Academy Charter Schoo,343,0,0,0,0.00%
Lehigh,121394503,Northern Lehigh SD,6829,Northern Lehigh MS,247,0,0,0,0.00%
Lehigh,121394503,Northern Lehigh SD,2818,Northern Lehigh SHS,484,9,1,10,2.07%
Lehigh,121394503,Northern Lehigh SD,6727,Slatington El Sch,2,0,0,0,0.00%
Lehigh,121394603,Northwestern Lehigh SD,2821,Northwestern Lehigh HS,756,0,0,0,0.00%
Lehigh,121394603,Northwestern Lehigh SD,7353,Northwestern Lehigh MS,352,0,0,0,0.00%
Lehigh,121394603,Northwestern Lehigh SD,9999,Northwestern Lehigh SD,6,0,0,0,0.00%
Lehigh,121395103,Parkland SD,7604,Orefield MS,629,0,1,1,0.16%
Lehigh,121395103,Parkland SD,2829,Parkland HS,"3,216",10,4,14,0.44%
Lehigh,121395103,Parkland SD,9999,Parkland SD,3,0,0,0,0.00%
Lehigh,121395103,Parkland SD,7603,Springhouse MS,877,0,0,0,0.00%
Lehigh,121393330,Roberto Clemente CS,8401,Roberto Clemente CS,256,0,0,0,0.00%
Lehigh,121395603,Salisbury Township SD,5365,Salisbury MS,249,0,0,0,0.00%
Lehigh,121395603,Salisbury Township SD,2833,Salisbury SHS,543,3,0,3,0.55%
Lehigh,121395603,Salisbury Township SD,9999,Salisbury Township SD,5,0,0,0,0.00%
Lehigh,121395703,Southern Lehigh SD,4808,Southern Lehigh MS,526,0,0,0,0.00%
Lehigh,121395703,Southern Lehigh SD,9999,Southern Lehigh SD,5,1,0,1,20.00%
Lehigh,121395703,Southern Lehigh SD,2839,Southern Lehigh SHS,"1,110",3,0,3,0.27%
Lehigh,121397803,Whitehall-Coplay SD,2848,Whitehall HS,"1,490",5,3,8,0.54%
Lehigh,121397803,Whitehall-Coplay SD,5241,Whitehall-Coplay MS,679,1,0,1,0.15%
Lehigh,121397803,Whitehall-Coplay SD,9999,Whitehall-Coplay SD,2,0,0,0,0.00%
Luzerne,118400001,Bear Creek Community CS,7827,Bear Creek Community CS,102,0,0,0,0.00%
Luzerne,118401403,Crestwood SD,9999,Crestwood SD,11,0,1,1,9.09%
Luzerne,118401403,Crestwood SD,8446,Crestwood Secondary Campus,"1,340",4,2,6,0.45%
Luzerne,118401603,Dallas SD,5150,Dallas MS,409,0,0,0,0.00%
Luzerne,118401603,Dallas SD,2869,Dallas SHS,801,6,2,8,1.00%
Luzerne,118402603,Greater Nanticoke Area SD,8430,Greater Nanticoke Area Ed Ctr,343,0,1,1,0.29%
Luzerne,118402603,Greater Nanticoke Area SD,9999,Greater Nanticoke Area SD,9,3,1,4,44.44%
Luzerne,118402603,Greater Nanticoke Area SD,5242,Greater Nanticoke Area SHS,728,8,12,20,2.75%
Luzerne,118403003,Hanover Area SD,2891,Hanover Area JSHS,936,3,3,6,0.64%
Luzerne,118403302,Hazleton Area SD,7661,Drums El/MS,184,0,0,0,0.00%
